Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Livius Pilus,30,20,Thrace,179,85,Provocator,7,1,Novice,Dagger,High,Superior,0.6664636310559704,Low,7.1299165359633925,Excellent,Intermediate,Strong,8,Calculative,Excellent,Wealth,Laborer,Medium,Balanced,High,Intimidating,True
Norbanus Nasidius,31,19,Rome,165,79,Provocator,11,2,Agility,Gladius (Sword),Low,Basic,0.980334614832142,Low,6.7182930428757945,Poor,Advanced,Strong,13,Calculative,Excellent,Glory,Entertainer,Medium,Balanced,High,Humble,True
Minicius Opellius,39,11,Numidia,178,73,Provocator,15,4,Novice,Gladius (Sword),High,Superior,0.8990415541256827,High,1.0441629132184853,Excellent,Basic,Strong,19,Stoic,Good,Glory,Unemployed,Low,Aggressive,Low,Humble,True
Terentius Perperna,38,12,Numidia,176,68,Thraex,12,3,Novice,Sica (Curved Sword),Low,Basic,1.0102122684684423,High,1.0093605205305864,Poor,Basic,Strong,15,Fearful,Fair,Wealth,Laborer,Medium,Balanced,Medium,Humble,True
Perperna Foslius,41,9,Numidia,168,64,Retiarius,12,4,Novice,Trident,Medium,Standard,0.763337847309433,High,2.9556824909973716,Adequate,Basic,Strong,16,Fearful,Fair,Vengeance,Criminal,Medium,Aggressive,High,Charismatic,True
Octavius Decentius,23,27,Gaul,169,82,Provocator,4,1,Speed,Gladius (Sword),High,Superior,0.5348000412196059,High,4.563960087969724,Excellent,Advanced,Strong,5,Stoic,Excellent,Vengeance,Soldier,Medium,Aggressive,High,Intimidating,False
Nonius Iunius,22,28,Gaul,158,72,Retiarius,4,1,Novice,Net,Medium,Standard,0.609377293739886,Low,7.527370959271739,Adequate,Intermediate,Moderate,5,Fearful,Excellent,Glory,Soldier,High,Balanced,Medium,Intimidating,True
Manius Tarquinius,36,14,Greece,152,61,Provocator,12,1,Novice,Dagger,Medium,Standard,0.8619246688092418,Low,6.327781431982139,Adequate,Intermediate,Strong,13,Stoic,Excellent,Glory,Criminal,Medium,Balanced,High,Flamboyant,True
Iunius Gaius,27,23,Rome,180,100,Hoplomachus,4,1,Novice,Spear,High,Superior,0.6407320152314944,Low,2.843380733521045,Excellent,Basic,Strong,5,Aggressive,Excellent,Freedom,Entertainer,Medium,Aggressive,Medium,Charismatic,False
Catius Numerius,41,9,Rome,163,74,Provocator,14,5,Novice,Gladius (Sword),High,Superior,0.8786101474102279,High,2.178951683964247,Excellent,Basic,Strong,19,Stoic,Fair,Vengeance,Laborer,Medium,Aggressive,High,Charismatic,True
Maecenas Vibius,41,9,Rome,165,116,Secutor,8,2,Novice,Dagger,Medium,Standard,0.7060172120013478,Low,0.9740341055347616,Adequate,Intermediate,Strong,10,Stoic,Good,Freedom,Laborer,Medium,Balanced,Medium,Intimidating,True
Hirrus Numitorius,34,16,Greece,166,69,Thraex,8,3,Novice,Sica (Curved Sword),Medium,Standard,0.682316428702009,Low,6.489369462708766,Adequate,Intermediate,Moderate,11,Calculative,Excellent,Glory,Unemployed,Low,Aggressive,Medium,Intimidating,True
Nautius Pedius,26,24,Rome,174,75,Retiarius,5,0,Novice,Trident,High,Superior,0.6402417287349456,Low,3.0147633816103627,Excellent,Intermediate,Strong,5,Stoic,Excellent,Glory,Unemployed,Medium,Aggressive,High,Charismatic,True
Valerius Pedius,43,7,Greece,174,104,Murmillo,13,2,Novice,Gladius (Sword),High,Superior,0.8913581638982934,Low,2.7137506428173745,Excellent,Basic,Strong,15,Calculative,Good,Wealth,Laborer,Low,Balanced,Medium,Flamboyant,True
Domitius Decimus,31,19,Germania,178,111,Secutor,15,2,Speed,Dagger,High,Superior,0.9280934225623112,Low,8.541645235098533,Excellent,Advanced,Strong,17,Stoic,Excellent,Survival,Laborer,Low,Balanced,Medium,Flamboyant,True
Terentius Caelius,20,30,Gaul,174,79,Provocator,3,0,Tactics,Dagger,Low,Basic,0.44326915410961265,Low,6.766789207297916,Poor,Expert,Moderate,3,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Charismatic,False
Gabinius Latinius,26,24,Rome,163,87,Murmillo,8,3,Endurance,Dagger,Medium,Standard,0.593747290205684,Low,3.578520550178452,Adequate,Expert,Moderate,11,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Intimidating,True
Calventius Ogulnius,26,24,Greece,186,100,Secutor,4,0,Novice,Dagger,Low,Basic,0.6981064295756124,Low,4.686110239122649,Poor,Intermediate,Moderate,4,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Intimidating,True
Afranius Cicereius,38,12,Thrace,189,95,Secutor,10,1,Novice,Dagger,Low,Basic,0.9075998277266505,Low,6.180106123618709,Poor,Basic,Strong,11,Stoic,Good,Wealth,Entertainer,Medium,Balanced,Medium,Flamboyant,True
Baebius Ostorius,36,14,Numidia,182,118,Provocator,10,2,Novice,Dagger,High,Superior,0.7809863978169682,Low,5.621776893664321,Excellent,Intermediate,Strong,12,Fearful,Excellent,Survival,Unemployed,Low,Aggressive,High,Charismatic,True
Geminius Licinius,22,28,Gaul,163,111,Secutor,5,1,Novice,Gladius (Sword),Medium,Standard,0.6454213309488963,Low,7.768800652250571,Adequate,Basic,Moderate,6,Aggressive,Excellent,Freedom,Soldier,High,Balanced,Medium,Humble,True
Iulius Marius,45,5,Rome,171,75,Provocator,10,4,Novice,Gladius (Sword),Low,Basic,0.6262413788675889,Low,2.7519084606277002,Poor,Basic,Moderate,14,Aggressive,Good,Glory,Unemployed,Low,Balanced,Medium,Humble,True
Avidius Maecilius,37,13,Thrace,172,88,Murmillo,9,1,Novice,Gladius (Sword),High,Superior,0.7977589404642534,Low,7.560832589511445,Excellent,Basic,Strong,10,Stoic,Excellent,Survival,Entertainer,Low,Balanced,Low,Intimidating,True
Cosconius Ennius,32,18,Rome,175,78,Provocator,10,4,Novice,Dagger,High,Superior,0.6631395940706564,High,1.0238065472253044,Excellent,Intermediate,Strong,14,Aggressive,Good,Survival,Laborer,Medium,Balanced,Low,Intimidating,False
Baebius Didius,32,18,Germania,176,50,Hoplomachus,6,0,Novice,Dagger,Low,Basic,0.8032097571517971,Low,2.335351025938279,Poor,Intermediate,Strong,6,Aggressive,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Humble,True
Persius Iunius,40,10,Gaul,167,58,Hoplomachus,7,2,Novice,Dagger,Medium,Standard,0.5853996174171925,Low,6.996612096324933,Adequate,Basic,Moderate,9,Calculative,Good,Survival,Unemployed,Medium,Aggressive,Low,Intimidating,True
Balbus Camillius,35,15,Rome,181,80,Provocator,9,1,Novice,Gladius (Sword),High,Superior,0.9018589617622621,Low,0.9514959751252497,Excellent,Basic,Strong,10,Fearful,Excellent,Survival,Unemployed,Medium,Aggressive,Low,Humble,True
Terentius Publius,41,9,Gaul,180,64,Hoplomachus,10,2,Novice,Dagger,Low,Basic,0.774547554463659,Low,2.3283923365814556,Poor,Basic,Strong,12,Aggressive,Good,Wealth,Unemployed,Medium,Aggressive,High,Intimidating,True
Ostorius Iuventius,29,21,Gaul,175,80,Thraex,9,1,Novice,Sica (Curved Sword),Medium,Standard,0.721851651770377,High,6.295709320886871,Adequate,Intermediate,Strong,10,Calculative,Good,Glory,Unemployed,Medium,Aggressive,High,Intimidating,True
Nautius Marcus,44,6,Thrace,180,81,Hoplomachus,8,3,Novice,Spear,Medium,Standard,0.5192438285794172,Low,1.7441355586773115,Adequate,Basic,Moderate,11,Stoic,Good,Glory,Criminal,Medium,Balanced,Low,Charismatic,True
Galerius Hirrus,21,29,Gaul,169,75,Provocator,3,1,Novice,Dagger,Medium,Standard,0.5151447424064923,Low,7.310119802620455,Adequate,Basic,Moderate,4,Stoic,Excellent,Survival,Criminal,High,Aggressive,Low,Charismatic,False
Camillius Livius,33,17,Gaul,164,126,Murmillo,9,3,Novice,Gladius (Sword),Low,Basic,0.7237435811044284,Low,0.9957900669297164,Poor,Intermediate,Strong,12,Fearful,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Charismatic,True
Ostorius Memmius,38,12,Germania,174,86,Secutor,12,3,Novice,Gladius (Sword),Medium,Standard,0.8418832947723623,High,5.502896030498785,Adequate,Basic,Strong,15,Stoic,Fair,Glory,Unemployed,Medium,Aggressive,Medium,Humble,True
Nasidius Tiberius,27,23,Rome,171,92,Provocator,6,2,Novice,Gladius (Sword),Low,Basic,0.6262921837204942,High,1.0180771383942437,Poor,Intermediate,Moderate,8,Aggressive,Good,Freedom,Criminal,Medium,Balanced,Medium,Humble,False
Iuventius Sempronius,23,27,Greece,172,74,Retiarius,3,1,Endurance,Trident,Low,Basic,0.3263534250544056,Low,1.134112910666072,Poor,Advanced,Weak,4,Aggressive,Excellent,Survival,Laborer,High,Balanced,Medium,Intimidating,False
Oppius Longinius,39,11,Thrace,163,45,Hoplomachus,5,0,Novice,Dagger,Medium,Standard,0.594230509361265,Low,4.0825550496746335,Adequate,Basic,Moderate,5,Aggressive,Good,Vengeance,Unemployed,Low,Balanced,Low,Charismatic,True
Cantilius Genucius,23,27,Germania,182,97,Secutor,6,1,Strength,Gladius (Sword),Medium,Standard,0.6183658391580634,Low,6.1273688233085934,Adequate,Expert,Moderate,7,Fearful,Excellent,Glory,Unemployed,High,Balanced,Medium,Charismatic,True
Gabinius Nasidius,26,24,Numidia,166,75,Secutor,9,6,Novice,Gladius (Sword),Low,Basic,0.6264050482464223,Low,4.695972009362193,Poor,Intermediate,Moderate,15,Fearful,Excellent,Survival,Criminal,Low,Balanced,Low,Humble,True
Mamilius Paternus,22,28,Rome,185,111,Secutor,5,0,Novice,Gladius (Sword),High,Superior,0.6760405361608766,Low,5.151609862154479,Excellent,Intermediate,Strong,5,Stoic,Excellent,Freedom,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Ovidius Tiberius,30,20,Gaul,185,90,Secutor,6,0,Novice,Dagger,Medium,Standard,0.6612998830121908,Low,5.732384555786671,Adequate,Basic,Moderate,6,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Charismatic,True
Numicius Cornificius,29,21,Numidia,153,83,Hoplomachus,3,0,Novice,Dagger,Low,Basic,0.5579637821366277,Low,4.943485783800762,Poor,Intermediate,Moderate,3,Stoic,Excellent,Freedom,Entertainer,Low,Balanced,Medium,Intimidating,False
Nautius Caedicius,33,17,Rome,178,68,Hoplomachus,12,3,Endurance,Spear,Medium,Standard,0.8774117490072696,Low,6.379074832567096,Adequate,Expert,Strong,15,Stoic,Excellent,Freedom,Laborer,Medium,Balanced,Medium,Intimidating,True
Hostilius Musonius,24,26,Germania,159,66,Hoplomachus,4,2,Strength,Spear,Medium,Standard,0.5519943752944041,Low,6.9543611102643075,Adequate,Expert,Moderate,6,Stoic,Excellent,Survival,Criminal,High,Balanced,Low,Humble,True
Pilus Albinius,25,25,Numidia,171,97,Hoplomachus,5,1,Endurance,Spear,Medium,Standard,0.6615160636752001,Low,8.538254367478766,Adequate,Advanced,Moderate,6,Aggressive,Excellent,Freedom,Unemployed,Medium,Defensive,Low,Intimidating,True
Blaesus Herennius,32,18,Rome,189,89,Retiarius,6,1,Agility,Net,Medium,Standard,0.6210013728775822,Low,8.184768912406835,Adequate,Advanced,Moderate,7,Stoic,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Humble,True
Cominius Pedius,43,7,Rome,173,98,Secutor,12,2,Novice,Gladius (Sword),High,Superior,1.019570812961603,Low,2.528977808762561,Excellent,Basic,Strong,14,Stoic,Good,Vengeance,Laborer,Medium,Balanced,Medium,Charismatic,True
Caelius Foslius,23,27,Rome,152,83,Secutor,4,0,Novice,Dagger,Medium,Standard,0.6327237302516167,Low,4.3624198635034555,Adequate,Intermediate,Moderate,4,Stoic,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,True
Norbanus Ovidius,24,26,Numidia,169,48,Thraex,5,1,Endurance,Dagger,Low,Basic,0.6063681223713301,Low,5.559220329147579,Poor,Advanced,Moderate,6,Stoic,Excellent,Survival,Laborer,Medium,Defensive,Medium,Humble,True
Hostilius Didius,23,27,Gaul,169,94,Provocator,4,0,Novice,Gladius (Sword),High,Superior,0.7331496396834094,Low,6.635200994925012,Excellent,Basic,Strong,4,Stoic,Excellent,Survival,Soldier,Medium,Balanced,High,Intimidating,True
Quintus Hostilius,28,22,Numidia,167,80,Hoplomachus,5,1,Novice,Spear,Medium,Standard,0.531960961036494,Low,4.653933269982134,Adequate,Intermediate,Moderate,6,Stoic,Excellent,Vengeance,Unemployed,Low,Balanced,Low,Intimidating,True
Lamponius Petilius,31,19,Germania,165,56,Thraex,9,3,Agility,Dagger,Low,Basic,0.6757957955932514,Low,5.6543378976597385,Poor,Expert,Moderate,12,Fearful,Excellent,Glory,Criminal,Medium,Balanced,Low,Charismatic,True
Cicereius Hortensius,18,32,Thrace,191,107,Murmillo,5,3,Endurance,Dagger,Low,Basic,0.45187204843702805,Low,4.8925610677778035,Poor,Expert,Moderate,8,Stoic,Excellent,Survival,Criminal,High,Aggressive,Medium,Humble,True
Nasennius Cocceius,39,11,Thrace,184,98,Murmillo,10,1,Novice,Dagger,Low,Basic,0.8368388165717268,Low,2.4181423448542967,Poor,Basic,Strong,11,Stoic,Good,Wealth,Laborer,Medium,Balanced,High,Intimidating,True
Musonius Orchius,30,20,Rome,164,81,Provocator,8,4,Tactics,Gladius (Sword),Medium,Standard,0.5498230869604014,Low,2.5680081950163878,Adequate,Advanced,Moderate,12,Calculative,Excellent,Survival,Entertainer,Medium,Defensive,Medium,Intimidating,True
Balbus Numicius,32,18,Numidia,191,65,Retiarius,9,1,Strength,Trident,Medium,Standard,0.8190072117528969,Low,7.296996095042934,Adequate,Expert,Strong,10,Aggressive,Excellent,Vengeance,Unemployed,Low,Aggressive,Medium,Flamboyant,True
Valerius Pettius,44,6,Rome,165,59,Hoplomachus,12,5,Novice,Dagger,Medium,Standard,0.7173571951693987,Low,2.870519769223675,Adequate,Basic,Strong,17,Aggressive,Good,Vengeance,Criminal,Medium,Balanced,Medium,Intimidating,True
Titus Messalla,22,28,Germania,171,82,Hoplomachus,0,0,Endurance,Dagger,Low,Basic,0.38389965292063893,Low,5.463055201538715,Poor,Expert,Weak,0,Fearful,Excellent,Survival,Criminal,High,Balanced,Low,Humble,False
Sextus Caecilius,38,12,Thrace,189,94,Thraex,5,0,Novice,Dagger,Low,Basic,0.7059897043484084,Low,1.5667568301622126,Poor,Basic,Strong,5,Stoic,Good,Freedom,Entertainer,Low,Aggressive,Medium,Humble,True
Maecilius Petilius,37,13,Greece,182,50,Thraex,7,2,Novice,Sica (Curved Sword),Low,Basic,0.5754127606827384,High,1.6738313130255833,Poor,Basic,Moderate,9,Aggressive,Fair,Survival,Laborer,Low,Aggressive,Medium,Intimidating,True
Laberius Nautius,29,21,Rome,184,79,Provocator,4,1,Speed,Dagger,Low,Basic,0.601209256663545,Low,1.218569679945273,Poor,Advanced,Moderate,5,Stoic,Excellent,Vengeance,Entertainer,Medium,Defensive,Medium,Intimidating,False
Ovidius Acilius,26,24,Greece,182,74,Thraex,5,1,Agility,Sica (Curved Sword),Low,Basic,0.5972049868514486,Low,3.3319988277470034,Poor,Advanced,Moderate,6,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Medium,Intimidating,False
Antonius Calventius,21,29,Rome,169,87,Secutor,4,0,Novice,Dagger,Medium,Standard,0.5800373986865377,Low,8.53991668062436,Adequate,Intermediate,Moderate,4,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,True
Lamponius Sextus,39,11,Gaul,187,76,Murmillo,7,4,Novice,Dagger,Medium,Standard,0.5314572304566955,Low,7.303031792230152,Adequate,Intermediate,Moderate,11,Calculative,Good,Freedom,Unemployed,Low,Aggressive,Medium,Intimidating,True
Persius Aquillius,43,7,Gaul,174,105,Murmillo,15,1,Novice,Gladius (Sword),High,Superior,0.9019588701022448,Low,5.467759635719827,Excellent,Basic,Strong,16,Calculative,Good,Survival,Entertainer,Medium,Balanced,High,Charismatic,True
Aulus Julius,39,11,Gaul,153,100,Secutor,7,2,Novice,Dagger,Medium,Standard,0.7314724243851615,Low,4.0175311909987865,Adequate,Intermediate,Strong,9,Calculative,Good,Glory,Entertainer,Low,Balanced,High,Charismatic,True
Decentius Opellius,29,21,Gaul,167,64,Retiarius,4,1,Novice,Net,Medium,Standard,0.5164956832302438,Low,7.321568898169,Adequate,Intermediate,Moderate,5,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Intimidating,True
Opimius Marius,36,14,Germania,167,76,Retiarius,10,3,Novice,Net,Medium,Standard,0.7157282469728282,Low,3.0002657110744657,Adequate,Basic,Strong,13,Aggressive,Good,Vengeance,Laborer,Medium,Balanced,High,Charismatic,True
Petilius Minicius,32,18,Germania,156,64,Murmillo,10,3,Strength,Gladius (Sword),High,Superior,0.6886871801319703,Low,2.6916622281098066,Excellent,Advanced,Strong,13,Fearful,Excellent,Freedom,Laborer,Low,Aggressive,Medium,Charismatic,True
Paelignus Herennius,30,20,Numidia,188,99,Secutor,6,0,Novice,Dagger,High,Superior,0.6499691891572746,Low,2.617732217325102,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Glory,Laborer,Medium,Aggressive,High,Humble,True
Opimius Hordeonius,32,18,Numidia,170,70,Provocator,14,3,Novice,Dagger,Low,Basic,0.9184872938194832,High,4.059802444968559,Poor,Basic,Strong,17,Aggressive,Good,Survival,Laborer,Medium,Aggressive,High,Flamboyant,True
Didius Icilius,21,29,Greece,174,81,Thraex,9,3,Endurance,Sica (Curved Sword),High,Superior,0.6653115995825789,High,6.815690905744523,Excellent,Advanced,Strong,12,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,True
Ninnius Cicereius,34,16,Germania,154,99,Murmillo,9,2,Novice,Dagger,Low,Basic,0.7243165371225324,High,4.513256950541044,Poor,Basic,Strong,11,Aggressive,Good,Freedom,Entertainer,Low,Aggressive,Low,Charismatic,True
Burrienus Cordius,37,13,Thrace,161,101,Secutor,4,0,Novice,Dagger,High,Superior,0.6362904143844187,Low,3.9729545811678193,Excellent,Intermediate,Strong,4,Calculative,Excellent,Wealth,Unemployed,Medium,Aggressive,Low,Humble,True
Sextus Iuventius,38,12,Numidia,178,77,Provocator,10,0,Novice,Gladius (Sword),High,Superior,0.8133059753523706,Low,2.425953310036636,Excellent,Intermediate,Strong,10,Stoic,Excellent,Wealth,Unemployed,Medium,Balanced,High,Charismatic,True
Catilius Coruncanius,30,20,Gaul,166,73,Secutor,10,5,Tactics,Gladius (Sword),Low,Basic,0.5663879908316839,Low,5.227007600317604,Poor,Advanced,Moderate,15,Aggressive,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Intimidating,True
Murena Caedicius,45,5,Gaul,179,84,Hoplomachus,13,0,Novice,Dagger,Medium,Standard,0.9062749392403243,High,0.8982910582235647,Adequate,Basic,Strong,13,Calculative,Fair,Survival,Criminal,Medium,Balanced,Medium,Flamboyant,True
Tarquinius Claudius,45,5,Rome,175,101,Secutor,13,1,Novice,Gladius (Sword),Medium,Standard,1.0172969948544512,Low,4.361903475107599,Adequate,Basic,Strong,14,Aggressive,Good,Freedom,Unemployed,Medium,Balanced,Medium,Humble,True
Nasennius Laetorius,25,25,Thrace,156,72,Secutor,4,0,Agility,Gladius (Sword),Low,Basic,0.6192760988828683,Low,7.708332090397477,Poor,Advanced,Moderate,4,Aggressive,Excellent,Survival,Entertainer,Medium,Balanced,Low,Charismatic,True
Gnaeus Gabinius,37,13,Thrace,179,76,Hoplomachus,7,1,Novice,Dagger,Low,Basic,0.6467372813894655,Low,2.3512203234625404,Poor,Basic,Moderate,8,Fearful,Good,Vengeance,Unemployed,Medium,Aggressive,Medium,Humble,True
Baebius Pacilius,43,7,Numidia,185,105,Murmillo,13,9,Novice,Dagger,High,Superior,0.6796236677591107,Low,6.077454067184482,Excellent,Basic,Strong,22,Calculative,Good,Wealth,Laborer,Medium,Balanced,Medium,Intimidating,True
Cinna Nonius,43,7,Gaul,176,106,Murmillo,16,5,Novice,Dagger,Low,Basic,0.7800291435889308,Low,6.638623575159475,Poor,Basic,Strong,21,Aggressive,Good,Survival,Laborer,Medium,Balanced,High,Flamboyant,True
Cornelius Ovidius,18,32,Germania,182,100,Secutor,3,1,Novice,Gladius (Sword),Medium,Standard,0.4991052934749757,Low,4.061598918269957,Adequate,Intermediate,Moderate,4,Fearful,Excellent,Survival,Laborer,High,Balanced,Medium,Intimidating,False
Manius Iulius,19,31,Gaul,162,83,Retiarius,5,1,Tactics,Trident,High,Superior,0.5952199099047245,Low,2.0730479577798584,Excellent,Advanced,Strong,6,Fearful,Excellent,Survival,Unemployed,Medium,Balanced,Low,Charismatic,False
Mallius Laecanius,28,22,Greece,166,70,Provocator,4,1,Tactics,Dagger,High,Superior,0.4767826477357844,Low,3.5184897651007505,Excellent,Expert,Strong,5,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,High,Intimidating,True
Appius Maecilius,24,26,Gaul,178,62,Thraex,3,0,Agility,Dagger,High,Superior,0.5125636820071593,Low,5.481256113380218,Excellent,Advanced,Strong,3,Calculative,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,True
Terentius Cloelius,36,14,Rome,179,50,Thraex,8,1,Novice,Sica (Curved Sword),Low,Basic,0.7680347833679311,Low,4.214618527377376,Poor,Basic,Strong,9,Fearful,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,True
Ostorius Petreius,33,17,Greece,173,116,Secutor,10,3,Tactics,Dagger,Medium,Standard,0.7927353067080727,Low,6.743667063296001,Adequate,Expert,Strong,13,Fearful,Excellent,Glory,Unemployed,Medium,Balanced,High,Charismatic,False
Ogulnius Octavenus,26,24,Numidia,171,90,Thraex,3,0,Tactics,Sica (Curved Sword),High,Superior,0.6183433804124079,Low,8.808384257913088,Excellent,Expert,Strong,3,Calculative,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Humble,True
Tiberius Caninius,30,20,Greece,174,95,Thraex,5,0,Novice,Dagger,Medium,Standard,0.6362740961402769,Low,3.8424544681341333,Adequate,Intermediate,Moderate,5,Calculative,Excellent,Glory,Unemployed,Low,Balanced,Medium,Charismatic,False
Fundanus Fidenas,32,18,Thrace,170,103,Hoplomachus,14,4,Strength,Dagger,Medium,Standard,0.7818316855836138,High,1.6466716218470798,Adequate,Expert,Strong,18,Fearful,Good,Survival,Laborer,Low,Aggressive,Medium,Charismatic,True
Iuventius Opellius,27,23,Gaul,155,87,Thraex,3,1,Novice,Dagger,Low,Basic,0.4321006649106338,Low,5.923729709060762,Poor,Basic,Moderate,4,Stoic,Excellent,Freedom,Unemployed,Medium,Aggressive,Medium,Intimidating,False
Mamilius Granius,37,13,Germania,165,67,Secutor,10,3,Novice,Dagger,Low,Basic,0.6310537517753257,Low,5.109238814541261,Poor,Intermediate,Moderate,13,Fearful,Good,Wealth,Laborer,Medium,Aggressive,Medium,Humble,True
Julius Orbilius,23,27,Germania,186,95,Provocator,8,1,Novice,Dagger,Medium,Standard,0.7359378311058722,Low,7.19349870389385,Adequate,Intermediate,Strong,9,Stoic,Excellent,Glory,Soldier,High,Balanced,High,Charismatic,True
Latinius Nautius,45,5,Gaul,169,81,Provocator,11,2,Novice,Dagger,Medium,Standard,0.800381501033356,Low,3.2379413551831853,Adequate,Basic,Strong,13,Aggressive,Good,Freedom,Criminal,Medium,Balanced,High,Charismatic,True
Baebius Paelignus,26,24,Greece,193,79,Provocator,7,1,Novice,Dagger,High,Superior,0.6985232809315427,Low,8.129795253194251,Excellent,Basic,Strong,8,Aggressive,Excellent,Survival,Criminal,Low,Balanced,High,Humble,True
Percennius Pettius,25,25,Thrace,171,82,Thraex,7,3,Endurance,Dagger,High,Superior,0.6174222518868011,Low,6.644502123926399,Excellent,Expert,Strong,10,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Humble,True
Ovidius Ninnius,38,12,Germania,172,88,Provocator,11,3,Novice,Dagger,High,Superior,0.9263903117976019,High,3.158789916453311,Excellent,Basic,Strong,14,Fearful,Good,Glory,Unemployed,Medium,Aggressive,Medium,Intimidating,True
Galerius Agrippa,38,12,Numidia,183,97,Murmillo,11,5,Novice,Gladius (Sword),High,Superior,0.5950029158790383,Low,2.2751007103788607,Excellent,Basic,Strong,16,Stoic,Excellent,Glory,Unemployed,Medium,Aggressive,Low,Humble,True
Decimus Ovidius,44,6,Gaul,172,82,Provocator,14,4,Novice,Gladius (Sword),Medium,Standard,0.9291699739462073,High,1.0656005979067564,Adequate,Basic,Strong,18,Stoic,Fair,Survival,Laborer,Medium,Aggressive,High,Flamboyant,True
Caelius Coruncanius,24,26,Numidia,179,72,Provocator,8,3,Tactics,Gladius (Sword),High,Superior,0.7197017164564559,Low,7.661428676106205,Excellent,Advanced,Strong,11,Calculative,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Humble,True
Marius Aquillius,26,24,Rome,182,99,Murmillo,4,0,Novice,Dagger,Low,Basic,0.6052110948238588,Low,4.806634798288862,Poor,Intermediate,Moderate,4,Aggressive,Excellent,Freedom,Entertainer,Low,Balanced,Medium,Intimidating,True
Quintus Caninius,28,22,Germania,172,95,Hoplomachus,7,3,Novice,Spear,High,Superior,0.6039097178165542,Low,4.403974354086738,Excellent,Intermediate,Strong,10,Calculative,Excellent,Wealth,Entertainer,Medium,Aggressive,High,Charismatic,True
Appius Percennius,33,17,Greece,157,65,Hoplomachus,5,1,Novice,Dagger,High,Superior,0.548800805478722,Low,1.7725397350217411,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Survival,Laborer,Low,Balanced,High,Intimidating,True
Gaius Considius,19,31,Germania,187,102,Thraex,4,0,Agility,Dagger,Medium,Standard,0.7150156871915336,Low,4.46606439035704,Adequate,Expert,Strong,4,Aggressive,Excellent,Glory,Soldier,Low,Balanced,High,Charismatic,True
Matinius Opimius,27,23,Gaul,173,88,Thraex,6,3,Tactics,Dagger,Medium,Standard,0.5425642723154988,High,7.1525043663151555,Adequate,Expert,Moderate,9,Fearful,Good,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,True
Betilienus Laecanius,23,27,Greece,163,51,Retiarius,4,0,Speed,Trident,Low,Basic,0.45540998688558304,Low,10.751115318124409,Poor,Expert,Moderate,4,Calculative,Excellent,Freedom,Entertainer,High,Defensive,Low,Intimidating,True
Nasidienus Camillius,33,17,Numidia,171,84,Secutor,10,1,Agility,Gladius (Sword),Medium,Standard,0.7441680914164271,High,0.9301158739985979,Adequate,Advanced,Strong,11,Aggressive,Good,Survival,Criminal,Medium,Aggressive,Low,Charismatic,True
Tarquinius Mamilius,27,23,Germania,176,85,Retiarius,7,4,Novice,Net,Low,Basic,0.6270628738664477,Low,3.343464086805326,Poor,Intermediate,Moderate,11,Stoic,Excellent,Freedom,Laborer,Medium,Aggressive,Low,Humble,True
Aelius Mucius,31,19,Greece,182,83,Hoplomachus,8,5,Novice,Dagger,Medium,Standard,0.5468154224593789,Low,4.599830990724552,Adequate,Basic,Moderate,13,Calculative,Excellent,Glory,Unemployed,Low,Balanced,Medium,Humble,True
Egnatius Octavenus,37,13,Greece,174,90,Retiarius,6,0,Novice,Net,High,Superior,0.7076806996963068,Low,2.7803398876843124,Excellent,Basic,Strong,6,Calculative,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Flamboyant,True
